# Shadow tomography log started 2020-01-30 12:18:30
# Dimension = 32
# True state = (-0.04253849  0.06026821 -0.11189757  0.12480997  0.11420122  0.08507518  0.03483992 -0.06958561 -0.02387117  0.31656915 -0.01901664  0.24493499  0.14841320 -0.01453716 -0.04509974 -0.11346489 -0.11893803  0.06505946  0.08099915 -0.11042199 -0.00411617 -0.36350052 -0.28820120 -0.10332123  0.22114837  0.12355172 -0.04220527 -0.01048672 -0.00556871 -0.08898689 -0.04336205 -0.19881504 -0.05524026 -0.12070405  0.07842430 -0.00858368 -0.08455496  0.12185433 -0.19725007  0.05794396 -0.04262981  0.11087326  0.02171164 -0.06994538  0.14488513 -0.07044524  0.01835244 -0.06047994 -0.13057125  0.02144598  0.15899372  0.07499059  0.08441177 -0.09387125  0.15260157  0.01654506  0.15789416  0.06631318  0.03489070  0.10071068  0.01880188 -0.03118708 -0.14003723 -0.27628668)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  9276865  3376   -0.09059338  0.06089955  0.05178755  0.02585892  0.01736992  0.25657066  0.14732368  0.22507966 -0.15849619  0.05229901  0.09683094 -0.17711102 -0.13950097  0.06848584 -0.03610662 -0.16416796  0.00292485 -0.12466350  0.15019597  0.10780200 -0.07602651 -0.22026378  0.06448150  0.26826732 -0.15556579  0.11606524  0.14289447 -0.02196176  0.18509929  0.16766786 -0.05345975  0.09417268 -0.01015821 -0.03840187  0.03052014  0.13275691  0.06444976 -0.04469511 -0.01846529  0.02479232 -0.02677189  0.19676222  0.07060962  0.18293881  0.10263550  0.05487840 -0.30036774 -0.01134376  0.02806649 -0.09185674 -0.12467943  0.26736258 -0.00817710 -0.13803734  0.05716760  0.18495845  0.07915812  0.13907939  0.06571450  0.14170802  0.01701774  0.01470110 -0.00401804  0.00200821
  9280518  3653    0.25224030 -0.01704112 -0.04998120  0.03973938 -0.09097686  0.10577663  0.11675679  0.12259637 -0.00099587  0.15647839  0.03888420  0.15461389 -0.25279549  0.10558019 -0.16543785 -0.10719970 -0.15949668 -0.06527628 -0.26864599 -0.06743102  0.07830547 -0.08772260  0.05204270 -0.00151033  0.10448559  0.01269428 -0.21078968 -0.15761239 -0.20428978 -0.07293586 -0.06248163 -0.04572055  0.10710658  0.12527978  0.17396164 -0.23041518  0.05556061  0.00553222  0.13138977  0.00989905 -0.13873681 -0.12456060 -0.10704756  0.23167939 -0.01595721 -0.07239266 -0.07934567 -0.03711342  0.11925539 -0.24548502  0.01210549  0.02146298 -0.23480478 -0.16487311 -0.02532383 -0.08086507 -0.07482795  0.00033652 -0.05038558 -0.10598835  0.12080067  0.11832863  0.02268003 -0.08105778
  9283169  2651   -0.05047685  0.14081623 -0.07919530  0.14022146 -0.09610481  0.07344424  0.10522181  0.13675194  0.07235713  0.19431964  0.30790495  0.07432375  0.16928919  0.15178221 -0.11039967  0.06198417  0.01106701  0.00686402 -0.25586898 -0.08113996 -0.17871306 -0.06441306  0.00076186  0.13172784  0.08105801  0.01696126  0.20730482 -0.01230569  0.09311111 -0.01911762 -0.11226981 -0.10254741 -0.35218249  0.21058427  0.06670536 -0.03522586 -0.08764230 -0.07739021 -0.07928151 -0.08289715  0.13767913 -0.00113526  0.06415080 -0.04564301 -0.06933790 -0.07223980  0.25495081 -0.10617070 -0.01675476  0.18101112 -0.16007110 -0.07177711  0.08990604  0.04861838  0.05348024 -0.05690242 -0.03681622  0.08804380 -0.02204267  0.04990944  0.27658975 -0.07171574  0.00240677 -0.04450309
  9289780  6611   -0.03461159  0.30616548  0.01946507 -0.05274066  0.12483164 -0.22086012  0.06338915 -0.06604384  0.04201670 -0.01323659  0.03437862  0.13554851  0.14177410 -0.18009800 -0.07200412 -0.05342603 -0.01442153 -0.02372364 -0.06711843 -0.03883326  0.06852344 -0.01767496  0.20861413  0.16417347 -0.08513613  0.10634350  0.01397095  0.14778863 -0.01774093 -0.15075401  0.01052259  0.19465994  0.16814889 -0.11522889 -0.04398187  0.00052317 -0.08741758 -0.10883311  0.01424533 -0.07820456 -0.26742787 -0.03970406  0.17240700  0.07713405  0.01694809  0.02812861  0.28229348 -0.26248821 -0.27245822 -0.17453440 -0.00317171  0.10024271  0.08150174 -0.24701699 -0.00463336  0.02086539 -0.00280145 -0.00890995 -0.11732186  0.12844387  0.01800015  0.11468494  0.07740826  0.05265137
  9290942  1162   -0.11755972  0.09958869 -0.02070516  0.16676328 -0.19646107  0.10076746  0.09689921 -0.23524327  0.09783173 -0.02381685  0.11883655  0.07933187  0.13052671 -0.09556335 -0.03834240 -0.10494127  0.06852306 -0.16858087 -0.11603880 -0.03372123 -0.04908584  0.16067342 -0.09054899  0.01683598 -0.00158301 -0.07074332 -0.20253356  0.09800918  0.08864426  0.14836388  0.18900146  0.29132659 -0.14931672 -0.00398435  0.02847369  0.23596045 -0.00826621  0.06997532  0.03847830  0.05398254 -0.04465989 -0.07448413 -0.05542871 -0.03736137  0.15146826  0.05877404 -0.13436062  0.02580543 -0.05993164 -0.24961407  0.00082288 -0.19686237 -0.04868504  0.04163810  0.06098531 -0.11424392  0.13013723  0.11131720  0.20620765 -0.10404438  0.00097199  0.03861136  0.13007702 -0.32080564
  9297710  6768    0.05749517 -0.06749812 -0.08961554  0.01306964 -0.03546567 -0.00836658  0.02232925 -0.07234188  0.02596811  0.15780930 -0.10739563 -0.02994723 -0.06960374  0.05095964 -0.01064456 -0.17023259  0.07489176  0.13038716 -0.07940300  0.10780717  0.06827319 -0.06420861  0.12065492  0.02575049  0.01598193 -0.01582738 -0.01704128 -0.16527157 -0.10533857  0.06504959 -0.07236330  0.15449293 -0.01246677 -0.21677763  0.04790212  0.20620685 -0.08313546  0.07385093 -0.17815722 -0.10108960  0.40094542  0.08088291  0.07433559  0.21311501 -0.03764403 -0.08391127  0.17173707 -0.16040754 -0.05792001 -0.02171287  0.01486235 -0.01578290  0.14978454 -0.05359820 -0.30573747 -0.04822851  0.08841660  0.05747629  0.01316999 -0.24241480 -0.17343504  0.04258065 -0.30409641 -0.13115984
  9298828  1118    0.11994485  0.12747288 -0.05105715 -0.09204063 -0.06769780  0.15444701  0.17346022 -0.00024767  0.09711033  0.03491425 -0.09169966  0.01805758 -0.04513903  0.05449812  0.07994716  0.17709632 -0.27692398  0.12213921  0.07920209 -0.08216126 -0.09521798  0.18255727 -0.26465760 -0.10729350 -0.22574587  0.05299834 -0.12109836 -0.03007181 -0.07779158 -0.05998192 -0.06745051 -0.01801451 -0.07881136  0.03427041 -0.03520377  0.20266624 -0.06051670 -0.18873361  0.12166878 -0.01513568  0.09341508  0.07753148 -0.26806795 -0.14024942  0.06059948  0.11680067  0.03030450 -0.12557635 -0.24484675 -0.09174875 -0.12756370  0.05710876 -0.09044131 -0.03681441 -0.13245283  0.08088337  0.08160954  0.15989884  0.04100839 -0.00129880  0.06278825  0.12062260 -0.13859331  0.29623595
  9301642  2814   -0.05489737 -0.08164792 -0.08509013  0.19339476 -0.12002296 -0.09964070  0.14509851  0.11034866 -0.14059825 -0.15374398  0.06733110  0.01806671 -0.03535670  0.10796775 -0.07204518 -0.03804508 -0.02764772 -0.03965187  0.17751866  0.21990814  0.03710002  0.38768734  0.17458004 -0.14507986 -0.14171132  0.08080785  0.06175201 -0.03739982 -0.03847329 -0.25831979 -0.19613159 -0.00522615  0.08919243  0.10618291 -0.07512130  0.22830639  0.05312963 -0.00247141 -0.03561646 -0.05943678  0.06907162 -0.04060715  0.06945740  0.10042832  0.05832965  0.02278037 -0.07951249  0.09551106 -0.06574992  0.13155587 -0.04912982 -0.09016032 -0.03032233  0.02797379  0.01985640 -0.01222189 -0.00922312 -0.04730215 -0.33228590 -0.04364580  0.14880347  0.21937354  0.12541161 -0.18969461
  9301642  0       0.03081828 -0.06236739  0.01504841  0.09066871 -0.06568575 -0.22490047 -0.01197581  0.07008968  0.17405643  0.14284742 -0.01312066 -0.12545688 -0.11787540  0.04122825  0.06364889 -0.00089548 -0.26395189 -0.23662023  0.04763901  0.15760612 -0.01192129  0.09410927 -0.16746892  0.05408144  0.05736926 -0.04704627  0.06405339 -0.03085407 -0.03952525  0.05109246  0.03460306  0.05354802 -0.19158916  0.05543362  0.03129454  0.03467676 -0.20205859  0.31821881  0.17460355 -0.12316036 -0.12336593 -0.09726647  0.14057874  0.26922484  0.16672532  0.19792739  0.17851179  0.17109670 -0.00920874  0.11451154  0.06799208  0.01547492  0.00626536 -0.02872752 -0.09123306 -0.05276145  0.02996491 -0.09697237  0.11634492  0.25911919 -0.11494120  0.03634659 -0.04558658  0.12884544
  9302704  1062   -0.06661332  0.23244493 -0.17331623 -0.25141010  0.07266098 -0.13592005 -0.20432077  0.17442345  0.07582293 -0.24570534  0.06329581 -0.13927718  0.08708298  0.18724670 -0.03316473 -0.09174003 -0.32002503  0.02921946  0.00185875  0.24819814 -0.01299215 -0.27348308  0.02744097  0.05038917  0.06068407 -0.04270688 -0.08346704 -0.09318185 -0.14782660 -0.02190437  0.00388118  0.20935774  0.01624399 -0.09191380  0.09318572  0.08294815 -0.12839336 -0.01617138  0.01008617  0.08033551  0.10869461 -0.16880812 -0.14863987 -0.14377075  0.13375764 -0.00685638  0.01073292  0.00962358  0.04349824 -0.03548900 -0.08424584  0.03657586 -0.02445198  0.23911779  0.09891415  0.06135249 -0.03645448 -0.08311037 -0.03771688 -0.05638828  0.11992721 -0.03021477  0.06009816 -0.12945499
  9305458  2754   -0.02238563 -0.11165052 -0.21523559  0.07357224 -0.10066426  0.17605911 -0.04599669  0.13058169  0.00615322 -0.00069090 -0.12327030  0.17222781 -0.14091012 -0.08280317  0.02914700 -0.05732827 -0.03859791  0.02635258 -0.01300581  0.10813609  0.04971430  0.15488057 -0.11453337  0.05097634  0.16850240  0.00430426  0.17187095  0.13206390  0.01011266 -0.09027110 -0.04358314  0.12620542 -0.04983302  0.06349108 -0.08573375 -0.05282343 -0.20598710  0.04235662 -0.10467155  0.43630074 -0.05901049  0.18225633  0.13731398 -0.17507452  0.15019832 -0.18595937  0.14721136  0.00168236  0.04682214 -0.25428406  0.14888652  0.14981067 -0.00847594  0.04074317 -0.04230241  0.03016657  0.18514125 -0.09063839 -0.15441135  0.00313210  0.07074790 -0.15007481 -0.03988667  0.05464177
  9312371  6913    0.24238075  0.11669954  0.25054671  0.21694314  0.01088887  0.03420558 -0.13145830  0.08539370  0.15421524  0.13101787 -0.11454014 -0.02038660  0.10154974 -0.03417548 -0.11267415 -0.12142892  0.00275280 -0.05666275 -0.11672043 -0.15847983 -0.15694468 -0.07631748 -0.03626275 -0.14919852 -0.03272804  0.08195726  0.10255370 -0.00882644  0.01860082  0.06559704  0.05721162  0.12227951  0.20017676  0.08995192  0.01616009  0.13029161 -0.04891828 -0.01760943  0.01980463 -0.01090525  0.01462243  0.18753309 -0.00724494  0.04194536  0.28860441  0.03602303 -0.00878303 -0.02145665  0.07928770  0.00884604  0.09702784 -0.14786304  0.04885693  0.26974382 -0.00521584  0.19555071 -0.26427745  0.08778636 -0.32360709 -0.06159449 -0.13236613 -0.03916485  0.07208497  0.09472531
  9313883  1512   -0.02022186  0.03605113  0.13445070  0.00797218  0.05281883  0.10829424 -0.12636131 -0.06006936  0.12178244 -0.24362187  0.26411414  0.12783351  0.01090884  0.14791310  0.01465839 -0.13043557 -0.00468230 -0.02734321  0.23313699 -0.11838497 -0.22005380 -0.05834164 -0.22827861 -0.24904598  0.11847832  0.27802522 -0.05350546 -0.18553785  0.06747594 -0.02709683  0.00364604 -0.14269089 -0.02072679 -0.02956703 -0.21138781  0.10921904 -0.17036061  0.04600085  0.04776141 -0.11765707 -0.19028346  0.01012341  0.01814044  0.14345752 -0.10729990 -0.16001467  0.07745035 -0.14973320  0.12366009 -0.04736908  0.07085520  0.16891286  0.06351145 -0.06865260 -0.01084585 -0.01282269  0.13371860 -0.11251490 -0.01766670 -0.11143519 -0.03010418  0.01264892 -0.06867408 -0.14164372
  9314537  654     0.15609630 -0.17172490  0.02491705  0.08864354 -0.24639212 -0.02418881 -0.18139204 -0.20640854 -0.13046185 -0.13432075  0.05119276 -0.05357654 -0.16346993  0.00323132 -0.03165648  0.03931063 -0.03528614  0.05116534  0.11109762 -0.05705236 -0.06262941 -0.23964530  0.04808677  0.12800537 -0.03467293  0.05552818  0.13198493 -0.14861662  0.09315287  0.04089590 -0.00888646  0.00569221  0.09869652  0.20233847  0.05587143  0.12787307 -0.22353548 -0.04180160 -0.17661595 -0.13557680  0.06409656 -0.19253934  0.05108073 -0.14308706 -0.18427265  0.07882956  0.03012588  0.20013421 -0.18784029 -0.35448525  0.01707196 -0.06692637  0.05364811 -0.01706903 -0.06555472 -0.13920067 -0.06274293  0.06746719 -0.04857366  0.07613363  0.03875803 -0.03127940  0.16088135  0.15119778
  9315445  908    -0.15084604 -0.15537574  0.13344467  0.04161756 -0.05751413  0.17224587 -0.04920307  0.14414080  0.10296125  0.04354641 -0.14318219  0.21328487 -0.05624001 -0.25234658 -0.01848398 -0.07015884 -0.13127081 -0.07624356 -0.01660047 -0.16028490 -0.12165565 -0.06796883  0.14245146  0.20308636 -0.10056014 -0.18761568 -0.25794955  0.04574521 -0.25905809 -0.08732470  0.10628486 -0.04411766  0.00445103  0.02110739 -0.19899880  0.17603355 -0.15185071 -0.03870972  0.01353554 -0.19988074  0.09397567 -0.06715239  0.11180630 -0.09457837 -0.00889109  0.03468194 -0.14899770  0.02544974 -0.00352001  0.18976288  0.03360675  0.25455947  0.10565878  0.04065926  0.10247978 -0.14399984 -0.04434260 -0.09776230 -0.05930300 -0.00953211  0.14690661 -0.09953630 -0.08264486 -0.02801271
  9315893  448    -0.00807645  0.00220146  0.06752259  0.12143112  0.17741733 -0.20530645 -0.10202830  0.08639178  0.03090755  0.15108989  0.06441450 -0.01477004 -0.23047457 -0.04372326 -0.00468737 -0.11144739 -0.00423384  0.03667146  0.14364232 -0.04030307 -0.16907978  0.15185094 -0.00116824 -0.01326978  0.21839771 -0.03215563  0.03183763  0.13930734 -0.18002899  0.17754779  0.12703777  0.04321953  0.10633364  0.26399359 -0.10853068 -0.01814386  0.18145604 -0.24382610 -0.30527684  0.00261263  0.10868008 -0.07725768 -0.17220614  0.05335368 -0.02725550 -0.03494516  0.05701075 -0.08933474 -0.06294490 -0.09908795 -0.03265037  0.04036413  0.00898784  0.14788375  0.01082335  0.11453444  0.09111197 -0.11470574  0.21346387  0.20713315  0.05295632  0.21588676 -0.05767445 -0.10233732
  9316699  806     0.07707849  0.08653878 -0.19103117  0.16356505  0.00245256  0.01956350 -0.24095624 -0.26105040  0.06694118  0.10286149 -0.15701449  0.16519611 -0.06166266 -0.00845832 -0.24557853  0.06773512 -0.12310675 -0.03334176  0.00054094  0.16344828 -0.07592498  0.11061712 -0.06433145  0.10505531 -0.14314913  0.05828244 -0.14143880  0.00800997  0.19204489 -0.06062800 -0.20501766 -0.21042407  0.04966852 -0.15913646  0.14797894  0.13386402  0.13035158 -0.01205578  0.02068852  0.07647977  0.02659907  0.03415381  0.01648331  0.05701615 -0.18513624  0.04903719  0.00293048 -0.13348382  0.09555042 -0.01813654  0.03389308  0.14238060  0.06864707  0.15863868 -0.02998877  0.12752464 -0.19078410 -0.11135029  0.15854221  0.23410417  0.02264909 -0.15088427  0.08636489 -0.16014476
  9317620  921     0.11603799 -0.01615380  0.14154888 -0.07584337 -0.29648244  0.04390275  0.03118820  0.10586504  0.13884114  0.09879035  0.13153395  0.05804859  0.13742158 -0.08564370  0.06335172  0.04826716  0.09911176 -0.05167762  0.02108394  0.02636783 -0.15352100  0.04304907  0.04895490  0.08583334 -0.14819108 -0.05582028  0.08607740 -0.01150569  0.00471899 -0.02178526 -0.25491852  0.18662250  0.02906397 -0.21975229  0.12138200  0.00977665  0.05992507 -0.03603464 -0.13310326 -0.13461656 -0.10673689 -0.02733232 -0.19118256 -0.01702866 -0.06334056 -0.28471005  0.00066516  0.15579791 -0.02977757 -0.03053180 -0.04887168 -0.04076103 -0.19216673  0.05867769  0.06040769  0.05424916  0.07524892 -0.48147494  0.03773332  0.03350649 -0.14938013 -0.01893338 -0.08135831  0.09639149
  9318707  1087   -0.07860084  0.08517213  0.02764703 -0.01478861 -0.11388571 -0.05124445 -0.01962521 -0.00322526  0.12825121 -0.09696315 -0.15312015 -0.00205960 -0.12177539  0.09690889  0.08028637  0.08294346 -0.02361720 -0.11026721  0.06472947 -0.20831752 -0.01802955 -0.06329888 -0.03298272 -0.09889247 -0.06015257 -0.05304296  0.11357225  0.24375279  0.07548682  0.11242567 -0.17766016  0.10247015  0.10666279  0.07057359  0.17271795 -0.09785785  0.09019189  0.28706336  0.00108396 -0.00243694  0.17396387  0.03796574 -0.01100519  0.06246208 -0.18435323  0.04517623  0.05256465 -0.22590557 -0.08985240 -0.00071329 -0.03186423  0.24516004 -0.17495099  0.16490437  0.28857248 -0.30939783  0.11576696  0.12934283 -0.19170932  0.00294363 -0.09648575  0.06969790 -0.03295987 -0.08996099
  9324994  6287   -0.00226194 -0.15899038 -0.10573516  0.15829493  0.14214050  0.01580611 -0.04301600 -0.19542100 -0.03541751 -0.26679880  0.09960702 -0.01944652 -0.07672139 -0.05678260 -0.03507292 -0.09594571  0.05395147  0.05228445 -0.07965775 -0.09954407 -0.22504571 -0.10661401 -0.05020393 -0.18415164 -0.12315637 -0.40664589  0.03526811  0.02762732  0.02027198 -0.05188709 -0.17297308  0.22495010  0.10087758  0.03135253  0.25330286 -0.07489145 -0.09952261 -0.10464902  0.15910648  0.00556416  0.00308636  0.18981373  0.01196464 -0.03707455  0.12627863 -0.02814084  0.10580476  0.09443640  0.10081002  0.14432255 -0.01892872  0.08360660  0.08123282 -0.18631483 -0.03072455  0.04857556 -0.03024561 -0.03930954  0.12473883  0.08018104  0.13865003  0.23491600 -0.07646239 -0.00037984
  9326094  1100   -0.05885212 -0.15705803 -0.25847610 -0.07814168  0.12647868 -0.12505510 -0.04334046  0.01186959  0.12201342 -0.09815095  0.05738093  0.18986650  0.08257969 -0.03891597  0.15332156  0.30234697  0.09582270 -0.17769831  0.02999108 -0.13646353 -0.08401434  0.01903052  0.00580183 -0.00836460  0.02694069  0.05409440  0.13213401 -0.21090150 -0.02812441  0.11214338  0.10257671  0.00827214  0.07057054  0.06616150  0.04688284  0.11369284  0.25657887  0.04507031 -0.02212344 -0.01755341  0.10931154  0.02277349  0.01506065  0.13630761  0.30963573 -0.00251845 -0.02176885  0.01941148 -0.12422071 -0.15630009 -0.14002006  0.11834264 -0.10861162 -0.16695839 -0.06601572 -0.02314995 -0.26178263 -0.08352280 -0.04616562 -0.02849158  0.11930227 -0.27016651 -0.11096632 -0.06046708
  9328126  2032   -0.03666766 -0.17331512 -0.05173839  0.06393160 -0.04381979 -0.02747441  0.03396109 -0.13994403 -0.00522334 -0.12525933 -0.03399210 -0.02075067  0.05228955  0.09792376 -0.13374927 -0.25919302 -0.05705001  0.04666409  0.12380434 -0.18282969  0.00224890  0.01450616  0.03736557  0.20288346 -0.08346663  0.17471955 -0.18663351  0.01493807  0.10809918 -0.10633043 -0.12196592 -0.00882272  0.02649098  0.14888233  0.05594118 -0.13854106 -0.12344404 -0.27115575  0.14137730  0.11320155 -0.09330651 -0.16733338 -0.22363249  0.01382107  0.06183658 -0.01287200 -0.10137991  0.11913677  0.17263933  0.19931480 -0.19548438  0.02767291 -0.15418067 -0.05331546  0.06456626 -0.28050163  0.03707490 -0.08434023 -0.20911432 -0.13058957 -0.08293189 -0.06070902 -0.05214764 -0.18340089
  9329815  1689   -0.09701561  0.12575908  0.03288256 -0.00980599 -0.11091614  0.10870833 -0.18736371 -0.07181097 -0.14789018 -0.10484304  0.10725102  0.10010026 -0.15375789 -0.05674526  0.17605088  0.23845926 -0.00685523 -0.18294569 -0.00060521 -0.12386532 -0.20714048  0.12538012  0.16800179 -0.02426437 -0.05278493  0.16214929 -0.20643943  0.12856644  0.03019118 -0.09687166  0.07243416  0.23808624  0.02476607 -0.02038066 -0.18656902 -0.04693764  0.10802533 -0.10927235 -0.04150611  0.02446680  0.03460891 -0.03048787  0.20304306 -0.17585051  0.13247744 -0.18720071 -0.01056635  0.03184033 -0.19653601 -0.02475725 -0.20306609 -0.14155811  0.08408588 -0.04407746 -0.11101875 -0.15962915 -0.00511406 -0.07005962  0.22686950 -0.13327206 -0.05104782 -0.06768106 -0.02304508 -0.14889910
  9332870  3055    0.11266107  0.22737040  0.21155890  0.01701179  0.15677520 -0.10624415 -0.01444299  0.12669601  0.18921775  0.09615619 -0.05559428  0.14605707 -0.03057701  0.01529065 -0.02758871 -0.13575408  0.01286629  0.02611055  0.31986576 -0.01001738 -0.00088618  0.19220627  0.06547672  0.18401663  0.09274245  0.08139917 -0.04056466  0.03351175  0.08218373  0.00088987  0.08417070 -0.05494694  0.06439555 -0.09132906 -0.05848664 -0.11794306 -0.10048495 -0.24016441 -0.06049772  0.07000042 -0.13943307 -0.01332947  0.15880321  0.11612443 -0.17166467  0.04239220 -0.20779761  0.19037137 -0.15903415 -0.10942144  0.04384723 -0.07203048  0.06548990 -0.16070087 -0.01317026  0.12471067 -0.18609334 -0.19252147  0.03424832  0.25610951 -0.02544274  0.17363458  0.02722711  0.00413506
  9336830  3960   -0.15941732  0.04439357  0.16542197  0.04412693 -0.28721026  0.06540895 -0.20617586  0.12378634 -0.06636375 -0.10813298  0.20116158  0.00724674 -0.04892458 -0.24234519  0.02275287  0.02055863  0.18077272 -0.11045482  0.19758575 -0.14188265  0.05117619 -0.03411801 -0.00247592  0.01380646 -0.00652842  0.14523781  0.07909861 -0.00459454  0.00651160  0.18922620 -0.00203117 -0.18884287  0.21057780  0.09050487  0.20454515  0.02164746 -0.05748748  0.06728308  0.11543834  0.14515321 -0.26626328  0.06383106 -0.17452138 -0.06561325 -0.05119646  0.10761967 -0.04856045  0.02940178 -0.15425161 -0.10563652 -0.00298020  0.08193722 -0.01286366  0.12835290  0.08872128  0.26228174  0.15041955 -0.02526900 -0.03154451 -0.17348055  0.01052072 -0.11886337  0.04257175  0.05875466
  9338225  1395    0.14872141 -0.25344423  0.27470515 -0.02766842  0.02016442 -0.04260395 -0.07646202  0.01828723 -0.13816875 -0.03753096 -0.06810894 -0.01161472 -0.01549825  0.12493274  0.01748864 -0.07380239  0.07905398 -0.12518968 -0.14861473 -0.04453120  0.16282021 -0.11129754 -0.31398680  0.26089376 -0.25250449  0.04642035  0.06417956  0.05233413  0.04567120 -0.11787847  0.06607792  0.06047426 -0.02975106 -0.13308712 -0.09675388  0.15819682 -0.03166254 -0.03672878  0.01950239 -0.04602365  0.05439773  0.14107218  0.16994924  0.13460263  0.14667637  0.11238675 -0.14078338  0.17351396  0.05036074 -0.05008632  0.06236663 -0.03640545  0.09617119  0.07447278 -0.25002351  0.12304437  0.05106516 -0.19196534  0.00793689 -0.27016852  0.05560167 -0.03709087 -0.02314944  0.04283783
  9339658  1433    0.06291902  0.01344719 -0.11224886  0.02258778  0.14729542 -0.05022729 -0.00078674 -0.00139204  0.05850009 -0.12526612  0.08621666 -0.07192924 -0.06869659 -0.05765730  0.09370329 -0.08161549 -0.18934555 -0.10923156  0.01045510 -0.07242669 -0.12708074 -0.04645561 -0.06052031 -0.13988737 -0.04988027  0.13481670  0.10690223  0.19366604 -0.08816301 -0.11661874  0.02158040 -0.04859488  0.23782742  0.01684338  0.06049516 -0.15962444 -0.03043902 -0.06087798  0.18936911  0.00292662  0.37145261 -0.03724772  0.08532235 -0.05699794  0.05080343  0.11496208 -0.08126318 -0.03147186  0.18585541 -0.25640048  0.02952717 -0.18097049 -0.25582032  0.01960374  0.11073421  0.25407589  0.07008990 -0.04752493  0.02232363  0.13729959  0.11083075 -0.09583526 -0.29698821 -0.04832430
  9348523  8865    0.16757022 -0.20780489 -0.09022241 -0.21127695  0.10074817  0.02199745 -0.30482555 -0.02510469 -0.01354755  0.11671194 -0.06803994 -0.05484759  0.32690888 -0.01576424  0.02866929 -0.08508140  0.12161485 -0.07045552  0.05211686 -0.03321132 -0.07091465 -0.21141739  0.01164858 -0.17561356 -0.19020110  0.01904327 -0.08845433  0.14125699  0.08130335 -0.17515774 -0.09137040  0.10905893  0.11887599 -0.20988583  0.01884171  0.07885117 -0.00344738 -0.14592460 -0.06067453 -0.01179437 -0.06603379 -0.03425382 -0.10010820 -0.07968930 -0.07784241 -0.06273988  0.04596909 -0.12731575 -0.26828168 -0.11617121  0.09127204  0.28343820  0.00637393  0.04609285  0.23305469 -0.05169766 -0.01767822 -0.07991322  0.03904096  0.11889045  0.06326880  0.08319165  0.00378533 -0.04833710
  9352295  3772   -0.16008950  0.16354357  0.18233516  0.03291950  0.00897099 -0.06407367  0.13919578  0.03367171 -0.08254515 -0.16375561 -0.15795186 -0.11431886  0.14525710  0.16252909 -0.05751894 -0.08187250  0.06574297 -0.14465683  0.12551798  0.09710609  0.08203266  0.16411316 -0.14342773 -0.05820772 -0.06516882  0.05476504 -0.14749435  0.05887242 -0.34159365  0.03474740  0.06538807  0.13461058  0.05830896 -0.05070384  0.17207949  0.00304579  0.11314883  0.17882731 -0.05252511  0.00349146  0.06309865  0.25419905  0.09390929  0.05590667 -0.06771428 -0.08950318 -0.00151887 -0.04267535 -0.05085896 -0.03857929 -0.16196903  0.15391289 -0.31059590 -0.03294908  0.15090865 -0.15056378 -0.20501947 -0.09022643 -0.02818808 -0.05679233  0.16266656 -0.10201290  0.11069466 -0.01407419
  9352554  259     0.15661246 -0.15736669 -0.06677634  0.04200369 -0.09329603 -0.18125947  0.11033305  0.02337159 -0.15840512  0.10007483 -0.05294723  0.04402844  0.12103726  0.06721856 -0.01309178  0.10679497 -0.10169800 -0.14289405 -0.01569258  0.13012043 -0.26597918  0.02050209  0.03684596 -0.21654756 -0.00300357 -0.09367574  0.00527211  0.05265070  0.02748519  0.06041443 -0.05918311 -0.36353314  0.03534451  0.17990302  0.08044116 -0.14907127  0.02972385  0.10858972  0.15408699  0.00122580 -0.07308855 -0.04053758  0.16866345  0.23884413 -0.02673133 -0.25753424 -0.08651106  0.19035637 -0.06673421  0.06363595  0.05514114  0.09105565 -0.05723431  0.07602293 -0.00754971  0.05877082 -0.05307453 -0.16457861  0.16790076 -0.21802562 -0.11700752  0.16433232  0.00269019 -0.14111058
  9352600  46     -0.00051069  0.13614380 -0.03241757 -0.09315557  0.12102971 -0.22116055 -0.15478066  0.22010809 -0.24306104 -0.12073597 -0.06878739  0.12097439 -0.18115506  0.13813481 -0.09471883 -0.01790051  0.04574020  0.15074148 -0.03223406  0.19014958  0.00721759 -0.21052207 -0.02903643 -0.12467385 -0.06078187  0.10360696 -0.11045777  0.06173360  0.20035661  0.34883868 -0.17937112  0.05518484  0.07267779  0.08072040 -0.01094592 -0.04959418 -0.28540448 -0.08525268 -0.01509377 -0.12870620 -0.01614261 -0.01119406  0.06517274 -0.05154085 -0.06670727 -0.07305695  0.09371154 -0.16700339 -0.04102243  0.11699250  0.05680990 -0.20441960 -0.04771806 -0.01456116 -0.05904565 -0.01764169 -0.05924923 -0.03358649 -0.09237270 -0.09371731  0.25884308 -0.04451873 -0.00354807  0.00586616
